t_s,Line,I_exp_A,V_exp_V,Ah [Ah],SOC,T_exp_degC,Current_temp_1813 Ch 14 Bottom,Current_temp_1813 Ch 14 Top
567881.382,804,0.004564557,4.186784063,4.264398768,1,10.07505,10,10
567881.385,804,-6.233880377,4.131558552,4.264394634,0.999999031,10.07505,10,10
567881.583,804,-6.310173683,4.082085698,4.264048732,0.999917917,10.07505,10,10
567881.782,804,-6.318650717,4.07594953,4.263698014,0.999835673,10.07832,10,10
567881.982,804,-6.319954876,4.071347404,4.263347014,0.999753364,10.07832,10,10
567882.182,804,-6.319954876,4.067704054,4.262996122,0.99967108,10.07832,10,10
567882.382,804,-6.319954876,4.06463597,4.262645014,0.999588745,10.07832,10,10
567882.582,804,-6.319954876,4.061951397,4.262293905,0.99950641,10.07505,10,10
567882.782,804,-6.319954876,4.059650334,4.261942578,0.999424024,10.07505,10,10
567882.982,804,-6.319954876,4.057541026,4.261591671,0.999341737,10.07832,10,10
567883.182,804,-6.319954876,4.055623474,4.261240561,0.999259402,10.07832,10,10
567883.382,804,-6.319954876,4.053897677,4.260889447,0.999177065,10.07832,10,10
567883.582,804,-6.319954876,4.052171879,4.260537983,0.999094647,10.07832,10,10
567883.783,804,-6.320606956,4.050446082,4.260186389,0.999012199,10.07832,10,10
567883.982,804,-6.319954876,4.049103795,4.259835755,0.998929975,10.07832,10,10
567884.183,804,-6.319954876,4.047761509,4.25948436,0.998847573,10.07832,10,10
567884.382,804,-6.319954876,4.046419222,4.259133562,0.998765311,10.07832,10,10
567884.582,804,-6.319954876,4.045076935,4.258782789,0.998683055,10.07832,10,10
567884.782,804,-6.319954876,4.043734648,4.258431688,0.998600722,10.07832,10,10
567884.982,804,-6.319954876,4.042584117,4.258080575,0.998518386,10.07505,10,10
567885.183,804,-6.319954876,4.041625341,4.257728751,0.998435883,10.07505,10,10
567885.382,804,-6.319954876,4.040474809,4.257378355,0.998353716,10.07832,10,10
567885.387,804,-6.816187404,4.034722152,4.257368886,0.998351495,10.07832,10,10
567885.582,804,-6.889872392,4.030695292,4.256996426,0.998264153,10.07832,10,10
567885.783,804,-6.899001506,4.029353005,4.256612639,0.998174155,10.07832,10,10
567885.982,804,-6.899653585,4.028010718,4.256230058,0.998084441,10.07832,10,10
567886.183,804,-6.899653585,4.026668431,4.255846014,0.997994382,10.07832,10,10
567886.382,804,-6.900305665,4.0255179,4.255463411,0.997904662,10.07832,10,10
567886.582,804,-6.900305665,4.024367369,4.255079966,0.997814744,10.07832,10,10
567886.782,804,-6.900305665,4.023408592,4.254696324,0.99772478,10.07832,10,10
567886.982,804,-6.900305665,4.022258061,4.254313303,0.997634962,10.07832,10,10
567887.183,804,-6.900305665,4.02149104,4.253928718,0.997544777,10.07832,10,10
567887.383,804,-6.900305665,4.020532264,4.253545988,0.997455027,10.07505,10,10
567887.582,804,-6.900305665,4.019573487,4.253162905,0.997365194,10.07505,10,10
567887.783,804,-6.900305665,4.018614711,4.252779457,0.997275276,10.07832,10,10
567887.983,804,-6.900305665,4.01784769,4.252395793,0.997185307,10.07832,10,10
567888.182,804,-6.900305665,4.017080669,4.252013195,0.997095588,10.07505,10,10
567888.382,804,-6.900305665,4.016121893,4.251629901,0.997005705,10.07505,10,10
567888.582,804,-6.900305665,4.015354872,4.251246564,0.996915813,10.07505,,
567888.783,804,-6.900305665,4.014587851,4.250862655,0.996825786,10.07832,,
567888.982,804,-6.900305665,4.01382083,4.25047981,0.996736009,10.07832,,
567889.182,804,-6.900305665,4.013053809,4.250096365,0.996646092,10.07505,10,10
567889.382,804,-6.900305665,4.012286788,4.249713149,0.996556228,10.07505,10,10
567889.387,804,-6.83640187,4.012862054,4.249703655,0.996554001,10.07505,10,10
567889.582,804,-6.910738937,4.011328012,4.249330104,0.996466404,10.07505,10,10
567889.782,804,-6.918563892,4.010560991,4.248945714,0.996376264,10.07505,10,10
567889.982,804,-6.919215971,4.009985725,4.248561529,0.996286173,10.07505,10,10
567890.182,804,-6.919868051,4.009218704,4.248176892,0.996195976,10.07505,10,10
567890.382,804,-6.919868051,4.008643438,4.247792547,0.996105847,10.07505,10,10
567890.582,804,-6.919868051,4.007876417,4.247408115,0.996015698,10.07505,10,10
567890.783,804,-6.919868051,4.007109396,4.247022945,0.995925376,10.07505,10,10
567890.983,804,-6.919868051,4.006725886,4.246638923,0.995835323,10.07505,10,10
567891.182,804,-6.919868051,4.00615062,4.246254941,0.995745279,10.07505,10,10
567891.382,804,-6.919868051,4.005383599,4.245870124,0.99565504,10.07505,10,10
567891.583,804,-6.919868051,4.004808333,4.245485647,0.99556488,10.07505,10,10
567891.782,804,-6.919868051,4.004233068,4.245101668,0.995474837,10.07505,10,10
567891.983,804,-6.919215971,4.003657802,4.244715864,0.995384366,10.07505,10,10
567892.182,804,-6.919868051,4.003274291,4.244332803,0.995294538,10.07505,10,10
567892.383,804,-6.919868051,4.00250727,4.24394723,0.995204122,10.07505,10,10
567892.583,804,-6.919868051,4.001932005,4.243563436,0.995114122,10.07505,10,10
567892.783,804,-6.919868051,4.001356739,4.243178887,0.995023945,10.07505,10,10
567892.983,804,-6.919868051,4.000973228,4.242794629,0.994933837,10.07505,10,10
567893.183,804,-6.919868051,4.000397963,4.242409646,0.994843559,10.07505,10,10
567893.382,804,-6.919868051,3.999822697,4.242026182,0.994753636,10.07505,10,10
567893.385,804,-6.496668431,4.003466047,4.242021451,0.994752527,10.07505,10,10
567893.583,804,-6.569701339,4.004233068,4.241661561,0.994668133,10.07505,10,10
567893.782,804,-6.579482532,4.004041312,4.241296723,0.994582579,10.07505,10,10
567893.982,804,-6.579482532,4.003657802,4.240931202,0.994496864,10.07505,10,10
567894.183,804,-6.579482532,4.003466047,4.24056523,0.994411044,10.07505,10,10
567894.383,804,-6.579482532,4.003082536,4.240199743,0.994325337,10.07505,10,10
567894.582,804,-6.579482532,4.002699026,4.239834621,0.994239716,10.07505,10,10
567894.782,804,-6.579482532,4.002315515,4.239469088,0.994153999,10.07179,10,10
567894.982,804,-6.580134612,4.001932005,4.239103519,0.994068273,10.07179,10,10
567895.182,804,-6.580134612,4.001356739,4.238737822,0.993982517,10.07179,10,10
567895.383,804,-6.580134612,4.000973228,4.238371717,0.993896666,10.07179,10,10
567895.583,804,-6.580134612,4.000781473,4.238005948,0.993810893,10.07179,10,10
567895.782,804,-6.580134612,4.000206207,4.237641099,0.993725336,10.07179,10,10
567895.982,804,-6.580134612,4.000014452,4.237275685,0.993639647,10.07179,10,10
567896.182,804,-6.580134612,3.999630942,4.236909983,0.99355389,10.07179,10,10
567896.382,804,-6.580134612,3.999247431,4.236544319,0.993468142,10.07179,10,10
567896.582,804,-6.580786691,3.998863921,4.236178845,0.993382438,10.07179,10,10
567896.782,804,-6.580134612,3.99848041,4.235813383,0.993296737,10.07179,10,10
567896.982,804,-6.580134612,3.998288655,4.235447822,0.993211014,10.07179,10,10
567897.183,804,-6.580134612,3.997713389,4.235081411,0.99312509,10.07179,10,10
567897.382,804,-6.580134612,3.997521634,4.234716706,0.993039567,10.07179,10,10
567897.387,804,-6.137372606,4.001740249,4.234708183,0.993037569,10.07179,10,10
567897.582,804,-6.209753435,4.00212376,4.234372482,0.992958847,10.07179,10,10
567897.782,804,-6.218882548,4.00212376,4.234027212,0.992877881,10.07179,10,10
567897.982,804,-6.220186707,4.001932005,4.233681419,0.992796793,10.07179,10,10
567898.183,804,-6.219534628,4.001740249,4.23333543,0.992715658,10.07179,10,10
567898.383,804,-6.219534628,4.001356739,4.232990227,0.992634708,10.06853,10,10
567898.582,804,-6.219534628,4.001164984,4.232645075,0.99255377,10.06853,10,10
567898.782,804,-6.220186707,4.000973228,4.232299514,0.992472736,10.07179,10,10
567898.983,804,-6.219534628,4.000781473,4.231953599,0.992391619,10.07179,10,10
567899.183,804,-6.220186707,4.000589718,4.231607848,0.992310541,10.07179,10,10
567899.383,804,-6.220186707,4.000206207,4.231261882,0.992229412,10.07179,10,10
567899.582,804,-6.220838787,4.000014452,4.230917273,0.992148601,10.07179,10,10
567899.783,804,-6.220838787,3.999630942,4.230571098,0.992067423,10.07179,10,10
567899.982,804,-6.220838787,3.999439186,4.230226069,0.991986514,10.06853,10,10
567900.182,804,-6.220186707,3.999247431,4.229880329,0.991905438,10.06853,10,10
567900.383,804,-6.220838787,3.999055676,4.229534352,0.991824307,10.06853,10,10
567900.582,804,-6.220186707,3.998672165,4.229189052,0.991743334,10.06853,10,10
567900.782,804,-6.220838787,3.99848041,4.228843729,0.991662356,10.06853,10,10
567900.983,804,-6.220186707,3.998288655,4.228497677,0.991581207,10.06853,10,10
567901.183,804,-6.220838787,3.9980969,4.228152088,0.991500166,10.06853,10,10
567901.382,804,-6.220186707,3.997713389,4.227806997,0.991419243,10.06853,10,10
567901.387,804,-5.435082944,4.005575354,4.227799441,0.991417471,10.06853,10,10
567901.582,804,-5.510072091,4.007492907,4.227501589,0.991347625,10.06853,10,10
567901.782,804,-5.518549125,4.007492907,4.227195016,0.991275733,10.06853,10,10
567901.982,804,-5.519201204,4.007684662,4.226888538,0.991203864,10.06853,10,10
567902.182,804,-5.519853284,4.007684662,4.226582086,0.991132002,10.06853,10,10
567902.382,804,-5.519853284,4.007684662,4.226275312,0.991060063,10.06853,10,10
567902.582,804,-5.519853284,4.007684662,4.225968585,0.990988136,10.06853,10,10
567902.782,804,-5.519853284,4.007684662,4.225662116,0.990916269,10.06853,10,10
567902.983,804,-5.519853284,4.007684662,4.225354912,0.99084423,10.06853,10,10
567903.183,804,-5.519853284,4.007492907,4.225048247,0.990772317,10.06853,10,10
567903.383,804,-5.519853284,4.007492907,4.224741726,0.990700438,10.06853,10,10
567903.582,804,-5.519853284,4.007301152,4.224435279,0.990628576,10.06853,10,10
567903.783,804,-5.519853284,4.007301152,4.224128381,0.990556608,10.06853,10,10
567903.982,804,-5.519853284,4.007109396,4.22382191,0.990484741,10.06853,10,10
567904.182,804,-5.519853284,4.007109396,4.223515408,0.990412867,10.06853,10,10
567904.382,804,-5.519853284,4.006917641,4.223208835,0.990340975,10.06853,10,10
567904.582,804,-5.519853284,4.006725886,4.222902177,0.990269064,10.06853,10,10
567904.783,804,-5.519853284,4.006534131,4.222595159,0.990197069,10.06853,10,10
567904.983,804,-5.519853284,4.006534131,4.222287987,0.990125037,10.06853,10,10
567905.183,804,-5.519853284,4.006342375,4.221981381,0.990053138,10.06853,10,10
567905.382,804,-5.519853284,4.00615062,4.221675543,0.989981419,10.06853,10,10
567905.385,804,-5.133170118,4.009985725,4.221671773,0.989980535,10.06853,10,10
567905.583,804,-5.210115504,4.010369235,4.221386325,0.989913597,10.06853,10,10
567905.782,804,-5.218592538,4.010369235,4.221097168,0.98984579,10.06853,10,10
567905.983,804,-5.219244617,4.010369235,4.220806492,0.989777627,10.06853,10,10
567906.183,804,-5.219244617,4.010369235,4.220516277,0.989709572,10.06853,10,10
567906.383,804,-5.219244617,4.010369235,4.220226835,0.989641697,10.06853,10,10
567906.582,804,-5.219244617,4.010369235,4.219937122,0.98957376,10.06853,10,10
567906.782,804,-5.219244617,4.01017748,4.219647361,0.989505811,10.06853,10,10
567906.983,804,-5.219244617,4.01017748,4.219356946,0.989437709,10.06853,10,10
567907.183,804,-5.219896697,4.009985725,4.219066824,0.989369675,10.06853,10,10
567907.383,804,-5.219244617,4.009985725,4.218777092,0.989301733,10.06853,10,10
567907.582,804,-5.219244617,4.00979397,4.218487503,0.989233825,10.06853,10,10
567907.783,804,-5.219244617,4.00979397,4.218196848,0.989165666,10.06853,10,10
567907.982,804,-5.219244617,4.009602215,4.217907548,0.989097825,10.06853,10,10
567908.183,804,-5.219244617,4.009602215,4.217616952,0.989029681,10.06853,10,10
567908.382,804,-5.219244617,4.009602215,4.217327629,0.988961835,10.06853,10,10
567908.582,804,-5.219244617,4.009410459,4.217037475,0.988893794,10.06853,10,10
567908.783,804,-5.219896697,4.009218704,4.216747032,0.988825685,10.06853,10,10
567908.983,804,-5.219244617,4.009218704,4.216457154,0.988757709,10.06853,10,10
567909.182,804,-5.219896697,4.009026949,4.216167479,0.98868978,10.06853,10,10
567909.382,804,-5.219896697,4.008835194,4.215877726,0.988621833,10.06853,10,10
567909.387,804,-4.448486604,4.016888914,4.215871548,0.988620384,10.06853,10,10
567909.582,804,-4.529344467,4.018422956,4.215627005,0.988563039,10.06853,10,10
567909.782,804,-4.53847358,4.018806466,4.2153749,0.98850392,10.06527,10,10
567909.982,804,-4.53912566,4.018998222,4.215122955,0.988444839,10.06527,10,10
567910.182,804,-4.53912566,4.019189977,4.214870698,0.988385685,10.06527,10,10
567910.382,804,-4.53912566,4.019189977,4.214618363,0.988326513,10.06527,10,10
567910.583,804,-4.539777739,4.019189977,4.214365995,0.988267333,10.06527,10,10
567910.782,804,-4.539777739,4.019381732,4.214114189,0.988208284,10.06527,10,10
567910.983,804,-4.539777739,4.019381732,4.213861259,0.988148972,10.06527,10,10
567911.183,804,-4.539777739,4.019573487,4.21360907,0.988089834,10.06527,10,10
567911.383,804,-4.539777739,4.019573487,4.213357247,0.988030782,10.06527,10,10
567911.583,804,-4.539777739,4.019573487,4.213104985,0.987971626,10.06527,10,10
567911.782,804,-4.539777739,4.019573487,4.212852974,0.98791253,10.06527,10,10
567911.983,804,-4.539777739,4.019573487,4.21260053,0.987853332,10.06527,10,10
567912.182,804,-4.539777739,4.019573487,4.212348639,0.987794263,10.06527,10,10
567912.382,804,-4.539777739,4.019573487,4.212096251,0.987735078,10.06527,10,10
567912.583,804,-4.539777739,4.019573487,4.211843962,0.987675917,10.06527,10,10
567912.783,804,-4.539777739,4.019573487,4.211591414,0.987616694,10.06527,10,10
567912.983,804,-4.540429819,4.019381732,4.211339584,0.98755764,10.06527,10,10
567913.183,804,-4.539777739,4.019573487,4.211087077,0.987498427,10.06527,10,10
567913.382,804,-4.539777739,4.019381732,4.210835426,0.987439415,10.06527,10,10
567913.387,804,-3.739676147,4.027627208,4.210830227,0.987438196,10.06527,10,10
567913.582,804,-3.829663123,4.029353005,4.210623688,0.987389763,10.06527,10,10
567913.782,804,-3.838792237,4.02954476,4.210410659,0.987339808,10.06527,10,10
567913.983,804,-3.839444316,4.029928271,4.2101971,0.987289728,10.06527,10,10
567914.183,804,-3.839444316,4.030311781,4.209983765,0.987239701,10.06527,10,10
567914.383,804,-3.839444316,4.030503536,4.209770253,0.987189633,10.06527,10,10
567914.582,804,-3.839444316,4.030503536,4.209557261,0.987139686,10.06527,10,10
567914.783,804,-3.840096396,4.030695292,4.209343653,0.987089595,10.06527,10,10
567914.983,804,-3.840096396,4.030887047,4.209130417,0.987039591,10.06527,10,10
567915.183,804,-3.839444316,4.031078802,4.208916943,0.986989532,10.06527,10,10
567915.382,804,-3.839444316,4.031078802,4.208703966,0.986939589,10.06527,10,10
567915.582,804,-3.839444316,4.031270557,4.208490689,0.986889575,10.06527,,
567915.782,804,-3.839444316,4.031462313,4.20827731,0.986839538,10.06527,,
567915.982,804,-3.839444316,4.031462313,4.208064218,0.986789568,10.06527,,
567916.182,804,-3.839444316,4.031462313,4.207850754,0.986739511,10.06527,10,10
567916.383,804,-3.839444316,4.031462313,4.207637177,0.986689427,10.06527,10,10
567916.582,804,-3.839444316,4.031462313,4.207424275,0.986639502,10.06527,10,10
567916.783,804,-3.839444316,4.031654068,4.207210609,0.986589397,10.06527,10,10
567916.982,804,-3.839444316,4.031654068,4.206997577,0.986539441,10.06527,10,10
567917.183,804,-3.839444316,4.031654068,4.206783969,0.98648935,10.06527,10,10
567917.382,804,-3.839444316,4.031654068,4.206571095,0.986439431,10.06527,10,10
567917.385,804,-3.480800571,4.034913907,4.206568217,0.986438756,10.06527,10,10
567917.582,804,-3.570135467,4.035489173,4.20637369,0.98639314,10.06527,10,10
567917.782,804,-3.578612501,4.035680928,4.206175113,0.986346573,10.06527,10,10
567917.983,804,-3.578612501,4.035680928,4.205976048,0.986299893,10.06527,10,10
567918.182,804,-3.578612501,4.035872683,4.205777416,0.986253314,10.06527,10,10
567918.382,804,-3.578612501,4.036064439,4.20557868,0.98620671,10.06527,10,10
567918.582,804,-3.579264581,4.036064439,4.205379839,0.986160082,10.06527,10,10
567918.782,804,-3.578612501,4.036064439,4.205180842,0.986113417,10.06527,10,10
567918.982,804,-3.579264581,4.036256194,4.204982193,0.986066834,10.06527,10,10
567919.183,804,-3.578612501,4.036256194,4.204783128,0.986020154,10.06527,10,10
567919.382,804,-3.579264581,4.036256194,4.204584535,0.985973584,10.06527,10,10
567919.582,804,-3.57991666,4.036256194,4.204385657,0.985926947,10.06527,10,10
567919.783,804,-3.579264581,4.036447949,4.204186408,0.985880223,10.06527,10,10
567919.983,804,-3.579264581,4.036447949,4.203987514,0.985833582,10.06527,10,10
567920.183,804,-3.579264581,4.036447949,4.203788618,0.985786941,10.06527,10,10
567920.382,804,-3.579264581,4.036447949,4.203590064,0.985740381,10.06527,10,10
567920.582,804,-3.579264581,4.036447949,4.203391386,0.985693791,10.06527,10,10
567920.782,804,-3.57991666,4.036447949,4.203192536,0.98564716,10.06527,10,10
567920.982,804,-3.579264581,4.036447949,4.202993685,0.98560053,10.06527,10,10
567921.183,804,-3.57991666,4.036447949,4.202794414,0.985553801,10.06527,10,10
567921.382,804,-3.57991666,4.036447949,4.20259593,0.985507257,10.06527,10,10
567921.387,804,-4.288075038,4.029353005,4.202589975,0.98550586,10.06527,10,10
567921.582,804,-4.37023706,4.0255179,4.202354057,0.985450537,10.06527,10,10
567921.783,804,-4.378714094,4.024750879,4.202110567,0.985393439,10.06527,10,10
567921.982,804,-4.380018253,4.024367369,4.201867512,0.985336443,10.06527,10,10
567922.182,804,-4.380018253,4.024175613,4.201624164,0.985279378,10.06527,10,10
567922.382,804,-4.380018253,4.023792103,4.201380834,0.985222317,10.06527,10,10
567922.583,804,-4.380018253,4.023408592,4.20113738,0.985165227,10.06527,10,10
567922.783,804,-4.380018253,4.023216837,4.200893922,0.985108136,10.06527,10,10
567922.983,804,-4.380018253,4.023025082,4.200650754,0.985051113,10.06527,10,10
567923.182,804,-4.380018253,4.022833327,4.20040746,0.984994061,10.06527,10,10
567923.383,804,-4.380018253,4.022641571,4.200163963,0.984936961,10.06527,10,10
567923.583,804,-4.380018253,4.022258061,4.199920768,0.984879932,10.06527,10,10
567923.782,804,-4.380018253,4.022066306,4.199677654,0.984822922,10.06527,10,10
567923.983,804,-4.380018253,4.022066306,4.199434119,0.984765813,10.06527,10,10
567924.183,804,-4.380018253,4.02187455,4.19919068,0.984708727,10.06527,10,10
567924.383,804,-4.380018253,4.021682795,4.198947366,0.98465167,10.06527,10,10
567924.582,804,-4.380018253,4.02149104,4.198704381,0.98459469,10.06527,10,10
567924.783,804,-4.380018253,4.021299285,4.198460704,0.984537547,10.06527,10,10
567924.983,804,-4.380018253,4.021107529,4.198217427,0.984480499,10.06527,10,10
567925.182,804,-4.380018253,4.021107529,4.197974173,0.984423456,10.06527,10,10
567925.382,804,-4.380018253,4.020915774,4.197731053,0.984366444,10.06527,10,10
567925.387,804,-5.414868478,4.010369235,4.197723532,0.984364681,10.06527,10,10
567925.582,804,-5.489857625,4.005575354,4.197426901,0.984295121,10.06527,10,10
567925.783,804,-5.498986739,4.004616578,4.197121122,0.984223416,10.06527,10,10
567925.982,804,-5.500290898,4.003849557,4.196816069,0.984151881,10.06527,10,10
567926.182,804,-5.500290898,4.003082536,4.196510356,0.984080191,10.06527,10,10
567926.382,804,-5.500290898,4.002699026,4.196204789,0.984008536,10.06527,10,10
567926.582,804,-5.500290898,4.00212376,4.195899364,0.983936914,10.06527,10,10
567926.782,804,-5.500290898,4.001740249,4.19559352,0.983865194,10.06527,10,10
567926.983,804,-5.500290898,4.001164984,4.195287604,0.983793457,10.06527,10,10
567927.182,804,-5.500290898,4.000781473,4.19498238,0.983721882,10.06853,10,10
567927.382,804,-5.500942977,4.000589718,4.194676961,0.983650261,10.06853,10,10
567927.582,804,-5.500942977,4.000014452,4.194371409,0.983578609,10.06527,10,10
567927.782,804,-5.500942977,3.999822697,4.194065802,0.983506944,10.06527,10,10
567927.982,804,-5.500942977,3.999439186,4.193759922,0.983435216,10.06527,10,10
567928.182,804,-5.500942977,3.999247431,4.193454281,0.983363543,10.06527,10,10
567928.382,804,-5.500942977,3.998863921,4.193148832,0.983291915,10.06527,10,10
567928.582,804,-5.500942977,3.998672165,4.192843365,0.983220283,10.06527,10,10
567928.783,804,-5.500942977,3.998288655,4.192537246,0.983148499,10.06527,10,10
567928.982,804,-5.500942977,3.997905144,4.192231973,0.983076912,10.06853,10,10
567929.183,804,-5.500942977,3.997713389,4.19192591,0.983005141,10.06853,10,10
567929.382,804,-5.500942977,3.997521634,4.19162094,0.982933625,10.06527,10,10
567929.385,804,-6.016737891,3.993111263,4.191617246,0.982932759,10.06527,10,10
567929.583,804,-6.091727038,3.989276158,4.191282756,0.982854321,10.06527,10,10
567929.783,804,-6.099551993,3.988509137,4.190944003,0.982774884,10.06527,10,10
567929.983,804,-6.100856152,3.987933872,4.19060522,0.982695439,10.06527,10,10
567930.182,804,-6.100856152,3.987550361,4.190266774,0.982616074,10.06527,10,10
567930.382,804,-6.100856152,3.986975095,4.18992785,0.982536596,10.06527,10,10
567930.582,804,-6.100856152,3.986591585,4.189588667,0.982457058,10.06527,10,10
567930.783,804,-6.100204072,3.986208074,4.189249078,0.982377424,10.06527,10,10
567930.983,804,-6.100856152,3.986016319,4.188910536,0.982298036,10.06527,10,10
567931.182,804,-6.100204072,3.985441053,4.188571842,0.982218613,10.06527,10,10
567931.382,804,-6.100204072,3.985249298,4.18823307,0.982139171,10.06527,10,10
567931.582,804,-6.100856152,3.984865788,4.187894074,0.982059676,10.06527,10,10
567931.783,804,-6.100856152,3.984482277,4.187555022,0.981980169,10.06527,10,10
567931.982,804,-6.100856152,3.984290522,4.187216231,0.981900723,10.06527,10,10
567932.182,804,-6.100856152,3.983907011,4.186877336,0.981821252,10.06527,10,10
567932.383,804,-6.100204072,3.983523501,4.186538275,0.981741742,10.06527,10,10
567932.583,804,-6.100856152,3.983331746,4.186199002,0.981662183,10.06527,10,10
567932.782,804,-6.100856152,3.98313999,4.185860638,0.981582836,10.06527,10,10
567932.982,804,-6.100856152,3.982948235,4.185521858,0.981503393,10.06527,10,10
567933.182,804,-6.100204072,3.982564725,4.185182918,0.981423911,10.06527,10,10
567933.382,804,-6.100204072,3.982372969,4.184844015,0.981344439,10.06527,10,10
567933.387,804,-6.116506061,3.982181214,4.184835518,0.981342446,10.06527,10,10
567933.582,804,-6.190191048,3.980838927,4.184500915,0.981263982,10.06527,10,10
567933.782,804,-6.198668082,3.980455417,4.184156588,0.981183237,10.06527,10,10
567933.982,804,-6.199972241,3.980071906,4.183812353,0.981102514,10.06527,10,10
567934.183,804,-6.199972241,3.979880151,4.183467515,0.98102165,10.06527,10,10
567934.382,804,-6.199972241,3.979688396,4.183123256,0.980940921,10.06527,10,10
567934.582,804,-6.199320162,3.979304885,4.18277888,0.980860165,10.06527,10,10
567934.783,804,-6.199972241,3.97911313,4.182433913,0.980779271,10.06527,10,10
567934.982,804,-6.199972241,3.97872962,4.182090154,0.980698659,10.06527,10,10
567935.182,804,-6.199972241,3.978537864,4.181745705,0.980617886,10.06527,10,10
567935.382,804,-6.199972241,3.978154354,4.181401254,0.980537112,10.06527,10,10
567935.582,804,-6.199972241,3.977962599,4.181056819,0.980456343,10.06527,10,10
567935.782,804,-6.199320162,3.977962599,4.180712026,0.980375489,10.06527,10,10
567935.983,804,-6.199972241,3.977770844,4.180367567,0.980294713,10.06527,10,10
567936.183,804,-6.199972241,3.977579088,4.180023055,0.980213925,10.06527,10,10
567936.382,804,-6.199972241,3.977195578,4.179678753,0.980133186,10.06527,10,10
567936.582,804,-6.199972241,3.977003823,4.179334616,0.980052487,10.06527,10,10
567936.783,804,-6.199972241,3.976812067,4.178989039,0.979971449,10.06527,10,10
567936.982,804,-6.199972241,3.976620312,4.178645731,0.979890943,10.06527,10,10
567937.183,804,-6.199972241,3.976428557,4.178300853,0.97981007,10.06527,10,10
567937.382,804,-6.199972241,3.976236802,4.177956844,0.9797294,10.06527,10,10
567937.387,804,-6.198668082,3.976045046,4.177948221,0.979727377,10.06527,10,10
567937.582,804,-6.269744752,3.97508627,4.177609374,0.979647918,10.06527,,
567937.783,804,-6.279525945,3.97470276,4.177260221,0.979566042,10.06527,,
567937.982,804,-6.279525945,3.974511004,4.176911566,0.979484282,10.06527,,
567938.182,804,-6.279525945,3.974319249,4.176562856,0.97940251,10.06527,10,10
567938.382,804,-6.279525945,3.974127494,4.176214008,0.979320705,10.06527,10,10
567938.582,804,-6.280178025,3.973743983,4.175865071,0.979238879,10.06527,10,10
567938.783,804,-6.280830104,3.973552228,4.175516016,0.979157026,10.06527,10,10
567938.983,804,-6.280178025,3.973360473,4.175166735,0.97907512,10.06527,10,10
567939.183,804,-6.280178025,3.973168718,4.174818173,0.978993382,10.06527,10,10
567939.383,804,-6.280178025,3.972976962,4.174469164,0.97891154,10.06527,10,10
567939.582,804,-6.280178025,3.972785207,4.17412078,0.978829844,10.06527,10,10
567939.782,804,-6.280178025,3.972593452,4.173771648,0.978747973,10.06527,10,10
567939.983,804,-6.280178025,3.972401697,4.173422154,0.978666016,10.06527,10,10
567940.183,804,-6.280178025,3.972209941,4.173073314,0.978584214,10.06527,10,10
567940.382,804,-6.280178025,3.972018186,4.17272517,0.978502574,10.06527,10,10
567940.583,804,-6.280178025,3.971826431,4.172375871,0.978420663,10.062,10,10
567940.783,804,-6.280178025,3.971826431,4.172026561,0.97833875,10.062,10,10
567940.982,804,-6.280178025,3.971634676,4.171678452,0.978257119,10.062,10,10
567941.182,804,-6.280178025,3.97144292,4.17132939,0.978175264,10.062,10,10
567941.382,804,-6.280178025,3.971251165,4.170980658,0.978093486,10.06527,10,10
567941.385,804,-5.87784495,3.974511004,4.170976774,0.978092576,10.06527,10,10
567941.583,804,-5.94892162,3.975278025,4.170650568,0.97801608,10.06527,10,10
567941.782,804,-5.958702813,3.97508627,4.170320157,0.977938599,10.062,10,10
567941.982,804,-5.959354892,3.975278025,4.169988804,0.977860897,10.062,10,10
567942.182,804,-5.960006972,3.97508627,4.169657993,0.977783322,10.062,10,10
567942.382,804,-5.959354892,3.97508627,4.169326894,0.977705679,10.062,10,10
567942.583,804,-5.960006972,3.974894515,4.168995283,0.977627917,10.062,10,10
567942.783,804,-5.960006972,3.974894515,4.168663767,0.977550176,10.06527,10,10
567942.982,804,-5.960006972,3.97470276,4.168333569,0.977472745,10.06527,10,10
567943.183,804,-5.959354892,3.97470276,4.168001774,0.977394939,10.062,10,10
567943.382,804,-5.960006972,3.97470276,4.167671423,0.977317472,10.062,10,10
567943.582,804,-5.960006972,3.974511004,4.167340128,0.977239783,10.06527,10,10
567943.782,804,-5.959354892,3.974511004,4.167009058,0.977162147,10.06527,10,10
567943.983,804,-5.960006972,3.974319249,4.166677597,0.97708442,10.062,10,10
567944.183,804,-5.960006972,3.974319249,4.166346619,0.977006806,10.062,10,10
567944.383,804,-5.960006972,3.974127494,4.166015524,0.976929164,10.062,10,10
567944.582,804,-5.960006972,3.973935739,4.16568481,0.976851612,10.062,10,10
567944.782,804,-5.959354892,3.973935739,4.165353549,0.976773931,10.062,10,10
567944.982,804,-5.959354892,3.973743983,4.165022347,0.976696265,10.062,10,10
567945.182,804,-5.959354892,3.973743983,4.164691554,0.976618694,10.062,10,10
567945.382,804,-5.960006972,3.973743983,4.16436046,0.976541052,10.062,10,10
567945.387,804,-5.394654013,3.979496641,4.164352969,0.976539296,10.062,10,10
567945.582,804,-5.470295239,3.979880151,4.164057398,0.976469984,10.062,10,10
567945.783,804,-5.479424353,3.980071906,4.163752644,0.97639852,10.062,10,10
